3.000 0.889 1.666667 0.333333 0.000000,1
13.000 0.669 1.000000 0.384615 0.311688,1 
14.422 0.622 1.386750 0.554700 0.592593,1
9.487 0.696 1.581139 0.316228 0.216867,1 
13.038 0.585 0.997054 0.076696 0.000000,1
12.530 0.579 1.117322 0.478852 0.379310,1
6.708 0.685 1.192570 0.596285 0.082192,1 
14.000 0.362 1.571429 0.142857 0.215385,1
11.045 0.467 1.539108 0.271607 0.180328,1
8.062 0.605 1.736486 1.240347 0.524590,1
8.062 0.699 1.612452 0.496139 0.295775,1
18.385 0.549 0.380750 0.924678 1.000000,-1 
30.806 0.314 0.454459 0.973841 1.600000,-1 
32.311 0.307 0.680883 0.928477 5.090909,-1 
31.385 0.091 0.700978 0.924017 0.000000,-1 
1.414 0.970 0.707107 0.707107 0.000000,1
1.000 0.948 2.000000 1.000000 0.000000,1
0.000 1.000 0.000000 0.000000 0.000000,1
5.385 0.805 1.856953 0.371391 0.069444,1
18.974 0.455 1.528434 0.316228 0.701299,1
22.136 0.307 0.993859 0.316228 0.518519,1
28.018 0.266 1.391970 0.071383 0.708861,1
16.031 0.576 1.185187 0.062378 0.000000,1
10.050 0.661 1.791067 0.099504 0.121951,1
14.036 0.568 1.567435 0.071247 0.000000,1
9.434 0.738 1.377997 0.529999 0.183908,1
1.000 0.956 2.000000 0.000000 0.000000,1
2.000 0.866 0.500000 3.000000 0.000000,1
7.000 0.631 1.428571 0.142857 0.112903,1
10.296 0.628 0.777029 0.874157 0.181818,1 
17.720 0.628 0.338600 0.959366 0.900000,-1
26.926 0.335 0.705642 0.928477 2.352941,-1 
30.000 0.294 0.066667 1.000000 0.000000,-1 
14.560 0.621 0.343401 0.961524 0.933333,-1 
8.602 0.604 1.162476 0.813733 0.227273,1 
16.125 0.406 1.736486 0.744208 3.809524,-1 
4.123 0.743 0.970143 1.940285 0.074074,1
20.025 0.413 1.098628 0.049938 0.266667,1
18.028 0.454 1.331280 0.055470 0.236842,1
13.038 0.631 0.997054 0.536875 0.417722,1
20.224 0.406 1.236170 0.148340 0.493827,1
14.560 0.531 1.236245 0.274721 0.354430,1
18.788 0.486 1.330616 0.425797 0.819277,1
10.630 0.667 1.599225 0.752577 0.241379,1 
14.036 0.532 0.997459 0.213741 0.159091,1
6.325 0.755 1.739253 0.316228 0.068966,1
4.123 0.764 1.212678 0.970143 0.055556,1
2.828 0.846 0.707107 0.707107 0.074074,1
6.403 0.747 0.780869 0.624695 0.000000,1
20.396 0.565 0.490290 0.980581 0.734694,-1 
21.541 0.487 0.510662 0.928477 1.846154,-1 
20.000 0.377 0.850000 0.800000 2.322581,-1 
47.011 -0.158 0.935958 0.957230 5.750000,-1 
1.000 0.972 1.000000 1.000000 0.000000,1
8.062 0.694 1.116313 0.124035 0.000000,1 
13.342 0.580 1.873829 0.224860 0.305882,1
13.153 0.613 1.368515 0.152057 0.154762,1
11.000 0.665 1.636364 0.000000 0.000000,1
5.385 0.805 1.485563 0.371391 0.000000,1
2.828 0.883 0.707107 0.707107 0.000000,1
7.071 0.660 0.848528 0.989949 0.087719,1
12.530 0.639 0.478852 0.877896 0.610169,1 
16.492 0.622 0.303170 0.970143 0.640000,-1 
18.385 0.477 0.435143 0.924678 1.076923,-1 
17.088 0.462 0.526685 0.936329 0.750000,-1 
19.647 0.376 0.458088 0.967075 0.434783,-1 
24.166 0.371 0.662085 0.910366 4.230769,-1 
14.422 0.417 1.594763 0.624038 0.631579,-1
9.055 0.692 1.104315 0.110432 0.000000,1
7.280 0.696 1.098885 0.274721 0.000000,1
3.000 0.918 0.333333 1.000000 0.000000,1
2.828 0.880 1.060660 0.707107 0.043478,1
5.000 0.798 1.200000 0.800000 0.176471,1
5.099 0.838 0.588348 0.980581 0.054545,1
15.232 0.619 0.656532 0.919145 0.960000,-1 
22.023 0.500 0.181631 0.998969 0.212121,-1 
29.069 0.239 0.137604 0.997630 0.375000,-1 
35.468 -0.043 0.422913 0.930408 6.500000,-1 
1.000 0.979 0.000000 1.000000 0.000000,1
1.000 0.957 1.000000 1.000000 0.000000,1
0.000 0.960 1.000000 0.000000 0.000000,1
1.000 0.974 1.000000 0.000000 0.000000,1
0.000 0.921 3.000000 1.000000 0.000000,1 
1.000 0.929 3.000000 0.000000 0.000000,1
11.045 0.781 0.181071 0.995893 0.106383,1
6.083 0.762 0.657596 0.986394 0.065574,1
5.099 0.678 1.372813 0.196116 0.080645,1
2.000 0.874 1.000000 1.000000 0.000000,1
16.125 0.521 0.496139 0.868243 0.941177,-1 
29.428 0.383 0.271851 0.985460 1.714286,-1 
32.650 -0.078 1.286384 1.286384 31.230768,-1 
3.606 0.797 1.664101 2.218801 0.180000,1
12.083 0.516 1.075888 0.910366 0.000000,1
2.828 0.866 1.060660 0.707107 0.000000,1
4.123 0.787 2.182821 0.485071 0.000000,1
14.036 0.465 1.496188 0.071247 0.194444,1
14.142 0.409 1.484924 0.212132 0.000000,1
3.162 0.825 1.897367 0.948683 0.044118,1
5.385 0.746 1.114172 0.928477 0.000000,1
7.071 0.848 0.282843 0.989949 0.054545,1
1.414 0.913 0.707107 0.707107 0.018868,1
5.385 0.849 0.557086 0.928477 0.105263,1
4.472 0.878 0.447214 0.894427 0.033333,1
3.000 0.851 1.333333 0.666667 0.046875,1
12.649 0.651 0.711512 0.948683 0.145455,1 
16.553 0.601 0.724947 0.906183 0.403846,-1 
20.125 0.499 0.894427 0.894427 0.409091,-1 
52.802 0.098 0.473471 0.909065 17.285715,-1 
10.630 0.559 1.599225 1.034793 3.130435,1 
13.454 0.637 1.189271 0.743294 1.657895,-1 
12.369 0.745 0.323381 0.970143 0.600000,1 
14.560 0.641 0.412082 0.961524 1.103448,-1 
5.385 0.805 1.299867 0.371391 0.384615,1 
0.000 0.987 1.000000 0.000000 0.000000,1
0.000 1.000 0.000000 0.000000 0.000000,1
0.000 1.000 0.000000 0.000000 0.000000,1
2.000 0.873 2.000000 0.000000 0.000000,1
4.243 0.831 1.885618 0.707107 0.035714,1
1.000 0.945 2.000000 2.000000 0.012821,1
2.828 0.921 1.414214 0.707107 0.032258,1 
5.099 0.904 0.392232 0.980581 0.046875,1
4.472 0.877 1.341641 0.447214 0.060606,1
13.038 0.428 1.533930 0.076696 0.209677,1
11.000 0.544 1.363636 0.272727 0.360656,1
12.042 0.441 1.162637 0.083045 0.000000,1 
17.029 0.309 1.526773 0.176166 0.278689,1
5.099 0.727 1.372813 0.980581 0.138889,1
5.385 0.763 1.114172 1.114172 0.116279,1
5.099 0.826 1.176697 0.196116 0.000000,1
11.045 0.720 1.358036 0.090536 0.000000,1
19.000 0.454 1.210526 0.263158 0.413043,1
8.062 0.698 1.116313 0.248069 0.090909,1
1.414 0.738 4.949747 5.656854 0.048780,1
15.264 0.649 1.048195 0.851658 0.645161,-1 
30.414 0.406 1.085033 0.887755 4.226415,-1 
56.754 0.100 0.387639 0.969097 21.466667,-1 
8.062 0.739 0.744208 0.868243 0.380952,1
0.000 0.977 0.000000 1.000000 0.000000,1
1.000 0.990 1.000000 0.000000 0.000000,1
1.000 0.934 1.000000 1.000000 0.000000,1
2.000 0.945 0.500000 1.000000 0.000000,1
2.000 0.911 1.500000 0.500000 0.032787,1
2.236 0.902 0.894427 0.894427 0.016129,1
5.000 0.936 0.000000 1.000000 0.000000,1
16.763 0.626 0.477240 0.954480 0.816327,-1 
38.013 0.124 0.210453 0.999654 0.333333,-1 
38.118 0.237 0.209873 0.996898 1.950000,-1
6.708 0.853 1.341641 0.447214 0.151899,1
22.804 0.658 0.526235 0.964764 0.868421,-1
23.537 0.679 0.254916 0.977176 0.937500,-1
0.000 0.983 1.000000 0.000000 0.000000,1
3.162 0.778 1.897367 2.529822 0.139535,1
16.492 0.365 1.333946 0.242536 0.864865,-1 
12.649 0.460 1.106797 0.316228 0.473684,1 
22.204 0.378 1.441208 0.585491 1.880597,-1 
23.324 0.533 1.071866 0.857493 2.068966,-1 
23.601 0.504 1.313512 0.805056 2.739130,-1 
30.083 0.493 0.465376 0.963993 3.151515,-1 
16.279 0.581 1.167161 0.675725 1.714286,-1 
4.000 0.874 0.500000 1.000000 0.000000,1
1.000 0.954 1.000000 1.000000 0.000000,1
0.000 1.000 0.000000 0.000000 0.000000,1
9.220 0.586 1.084652 0.216930 0.125000,1
15.264 0.634 0.720634 0.851658 0.666667,-1 
23.854 0.512 0.712677 0.838444 2.207547,-1 
11.180 0.651 1.520526 0.894427 0.416667,1 
27.019 0.406 0.777245 0.629198 3.675000,-1 
28.601 0.351 1.013961 0.594391 7.459459,-1 
21.471 0.509 0.512321 0.884918 1.860465,-1 
5.000 0.792 2.200000 0.800000 0.150000,1
13.601 0.588 0.882258 0.808736 1.043478,-1 
2.000 0.952 2.000000 0.000000 0.000000,1
0.000 1.000 0.000000 0.000000 0.000000,1
0.000 1.000 0.000000 0.000000 0.000000,1
1.000 0.980 1.000000 0.000000 0.000000,1
6.083 0.719 1.150793 0.493197 0.081081,1
8.062 0.813 0.620174 0.868243 0.213333,1
11.045 0.580 1.267500 0.090536 0.146667,1
14.765 0.640 0.677285 0.880471 0.430769,-1 
20.518 0.503 1.169688 0.682318 1.666667,-1 
13.342 0.604 1.199251 0.974391 0.222222,-1 
43.081 0.342 0.533874 0.928477 8.800000,-1 
21.954 0.491 0.956524 0.501036 2.451613,-1 
11.402 0.723 1.490999 0.263117 0.709677,1
1.000 0.988 1.000000 0.000000 0.000000,1
0.000 1.000 0.000000 0.000000 0.000000,1
1.000 0.973 1.000000 0.000000 0.000000,1
2.000 0.877 1.500000 2.000000 0.057143,1
7.616 0.836 0.525226 0.919145 0.196721,1 
25.000 0.556 0.360000 0.960000 1.638298,-1 
30.364 0.403 0.724531 0.955064 3.857143,-1 
18.358 0.525 1.252890 0.490261 2.580645,-1 
11.314 0.674 0.795495 0.707107 1.290323,1 
7.071 0.833 0.282843 0.989949 0.166667,1
1.000 0.988 1.000000 0.000000 0.000000,1
0.000 1.000 0.000000 0.000000 0.000000,1
1.000 0.938 3.000000 1.000000 0.000000,1
7.211 0.754 0.832050 0.832050 0.176471,1
4.243 0.807 0.942809 1.178511 0.173913,1
1.000 0.945 1.000000 0.000000 0.000000,1
1.000 0.989 0.000000 1.000000 0.000000,1
5.831 0.838 0.514496 0.857493 0.163636,1
2.236 0.921 0.894427 0.894427 0.029851,1
21.541 0.537 0.603510 0.928477 1.454545,-1 
27.295 0.391 0.696106 0.879292 3.023256,-1 
40.249 0.155 0.596285 0.894427 12.600001,-1 
48.384 0.192 0.558037 0.950730 7.500000,-1
20.000 0.649 0.050000 1.000000 0.000000,1
4.472 0.821 0.894427 0.894427 0.076923,1 
19.313 0.509 1.656897 0.362446 2.160000,-1 
2.236 0.909 1.341641 0.894427 0.080000,1
1.000 0.968 2.000000 0.000000 0.000000,1
0.000 0.978 0.000000 1.000000 0.000000,1
4.472 0.861 0.670820 0.894427 0.095238,1
6.000 0.775 1.500000 0.333333 0.117647,1
6.403 0.720 1.561738 1.093216 0.227273,1 
17.889 0.594 0.950329 0.894427 1.523810,-1 
26.627 0.345 0.901339 0.826227 2.884615,-1
8.062 0.619 1.488417 0.496139 0.194444,1
3.000 0.823 1.333333 0.333333 0.053571,1
4.243 0.820 0.707107 0.707107 0.103448,1
3.000 0.842 1.666667 0.000000 0.000000,1
10.630 0.654 1.411081 0.752577 0.274510,1 
26.077 0.460 0.920358 0.843661 3.581395,-1 
36.359 0.145 0.935111 0.852601 1.266667,-1 
38.626 0.196 0.362446 0.932005 7.466667,-1 
3.606 0.886 0.832050 0.554700 0.000000,1
1.000 0.989 1.000000 0.000000 0.000000,1
1.000 0.964 1.000000 1.000000 0.000000,1
3.162 0.944 0.316228 0.948683 0.031746,1
1.414 0.917 1.414214 0.707107 0.000000,1
2.236 0.908 0.894427 0.447214 0.000000,1
4.123 0.889 0.727607 0.970143 0.030769,1 
14.318 0.604 1.047645 0.907959 0.700000,-1 
30.364 0.467 0.559865 0.955064 2.934783,-1 
29.017 0.299 0.379085 0.999406 0.285714,-1
1.000 0.970 1.000000 1.000000 0.022727,1
4.123 0.893 0.485071 0.970143 0.014925,1
1.000 0.965 1.000000 1.000000 0.014286,1
2.236 0.870 1.341641 0.447214 0.028571,1 
5.831 0.831 0.514496 0.857493 0.089552,1
10.440 0.599 0.957826 0.287348 0.153846,1 
28.425 0.325 1.547915 0.633238 3.413793,-1 
34.015 0.468 0.146995 0.999568 0.361111,-1 
12.042 0.442 0.664364 2.491364 0.391304,1 
34.132 0.533 0.175788 0.996130 1.416667,-1 
10.296 0.695 0.679900 0.874157 0.344828,1 
3.000 0.804 0.000000 2.666667 0.000000,1
1.000 0.947 2.000000 1.000000 0.000000,1
4.472 0.863 0.894427 0.894427 0.053333,1
5.000 0.741 1.200000 0.600000 0.169014,1
5.385 0.699 2.228344 0.371391 0.068493,1
16.279 0.494 0.737154 0.737154 1.262295,-1 
20.396 0.602 0.441261 0.980581 0.734694,-1 
27.000 0.265 0.592593 1.000000 0.000000,-1 
42.154 0.143 0.545612 0.925169 10.666667,-1 
25.298 0.451 0.316228 0.948683 5.575758,-1 
11.705 0.775 0.598050 0.939793 0.551724,1
1.000 0.975 1.000000 1.000000 0.000000,1
0.000 0.987 1.000000 0.000000 0.000000,1
5.099 0.875 0.392232 0.980581 0.043478,1
3.162 0.787 1.264911 2.846050 0.157895,1
7.616 0.699 1.181758 1.575677 0.426829,1 
9.487 0.715 1.475730 0.316228 0.090909,1
11.180 0.699 1.431084 0.178885 0.112245,1
33.541 0.521 0.387585 0.983870 1.527273,-1 
21.000 0.609 0.238095 1.000000 0.000000,-1
1.414 0.930 0.707107 1.414214 0.026316,1
1.414 0.912 2.828427 0.707107 0.017241,1
17.117 0.752 0.292103 0.993151 0.141414,1 
5.385 0.767 0.928477 0.742781 0.050505,1
15.000 0.560 1.800000 0.133333 0.163043,1
5.385 0.908 0.371391 0.928477 0.062500,1
14.142 0.600 0.777817 0.989949 0.093023,-1 
28.160 0.570 0.142044 0.994309 1.243902,-1 
17.720 0.584 0.507899 0.959366 1.964286,-1 
22.136 0.424 0.451754 0.948683 1.289474,-1 
2.236 0.897 2.236068 0.894427 0.033333,1 
1.000 0.952 1.000000 1.000000 0.000000,1 
2.000 0.937 1.000000 1.000000 0.000000,1
1.000 0.913 2.000000 1.000000 0.000000,1 
3.162 0.779 2.213594 0.316228 0.058824,1
3.162 0.819 1.581139 0.948683 0.040000,1 
15.232 0.559 0.590879 0.919145 0.731707,-1 
18.028 0.636 0.110940 0.998460 0.205882,-1 
14.318 0.456 0.349215 1.187332 0.260870,-1 
32.388 0.167 0.401380 0.988012 2.333333,-1 
13.601 0.550 0.661693 0.808736 1.230769,-1
9.055 0.724 1.325178 0.110432 0.105882,1
0.000 0.961 1.000000 2.000000 0.000000,1
1.000 0.966 1.000000 1.000000 0.000000,1
18.682 0.567 0.321173 0.963518 0.930233,-1 
32.558 0.185 0.245718 0.982872 1.578947,-1 
40.804 0.009 0.465636 0.955779 9.000000,-1 
3.162 0.879 0.632456 0.948683 0.096774,1 
1.000 0.945 1.000000 1.000000 0.000000,1
6.083 0.902 0.657596 0.986394 0.034483,1
17.263 0.770 0.289642 0.984784 0.320000,1
29.120 0.518 0.377742 0.961524 2.400000,-1 
15.620 0.424 1.088313 1.088313 3.294118,-1 
11.180 0.562 1.431084 0.447214 0.526316,1
0.000 0.984 0.000000 1.000000 0.000000,1
8.062 0.841 0.248069 0.992278 0.074074,1
1.414 0.907 2.121320 0.707107 0.000000,1 
1.000 0.904 3.000000 0.000000 0.000000,1
5.385 0.774 1.299867 0.371391 0.078125,1
21.095 0.532 0.474045 0.995495 0.514286,-1 
24.515 0.506 0.367118 0.978980 2.115385,-1
0.000 0.970 1.000000 1.000000 0.000000,1
0.000 0.983 1.000000 0.000000 0.000000,1
8.062 0.805 0.248069 0.992278 0.062500,1
5.831 0.780 1.028992 0.857493 0.046154,1
15.133 0.768 0.198246 0.991228 0.273973,1
11.045 0.586 1.629643 0.543214 0.265060,1
13.454 0.551 0.743294 0.743294 1.125000,-1 
13.416 0.475 1.192570 0.447214 0.000000,-1 
17.692 0.499 1.300037 0.678280 1.120690,-1 
26.401 0.424 1.060576 0.795432 3.764706,-1 
20.000 0.556 1.100000 0.800000 2.153846,-1 
34.438 0.343 0.551711 0.900159 9.230769,-1
0.000 0.988 1.000000 0.000000 0.000000,1
1.000 0.973 0.000000 1.000000 0.000000,1
10.000 0.695 1.100000 0.000000 0.000000,1
13.153 0.597 1.216457 0.152057 0.149425,1
20.025 0.467 1.248440 0.049938 0.000000,1
15.000 0.581 1.266667 0.066667 0.164835,1
15.652 0.678 0.702764 0.894427 0.924528,-1
21.378 0.519 0.654892 0.982339 1.360000,-1 
10.630 0.547 1.128865 1.411081 1.878049,1
0.000 0.981 0.000000 1.000000 0.000000,1
0.000 1.000 0.000000 0.000000 0.000000,1
1.000 0.963 1.000000 0.000000 0.000000,1
1.414 0.930 2.121320 0.707107 0.022222,1
2.236 0.886 0.894427 0.447214 0.000000,1
1.414 0.935 0.707107 1.414214 0.022727,1
1.414 0.889 0.707107 4.242641 0.031250,1
7.071 0.732 1.131371 0.141421 0.088608,1 
16.125 0.591 0.558156 0.868243 0.666667,-1 
19.209 0.491 0.780869 0.780869 1.636364,-1 
22.804 0.555 0.613941 0.964764 1.132075,-1 
26.000 0.437 0.884615 0.923077 3.478261,-1 
16.492 0.557 0.606339 0.970143 1.529412,-1
0.000 1.000 0.000000 0.000000 0.000000,1
8.246 0.696 1.333946 0.970143 0.244898,1
21.840 0.616 0.503655 0.961524 1.000000,-1 
19.105 0.552 0.732793 0.994505 0.431373,-1 
5.099 0.741 0.980581 2.353394 0.150943,1 
15.264 0.462 0.786146 1.113707 2.790698,-1 
17.493 0.500 0.571662 0.857493 1.542857,-1 
11.705 0.641 0.427179 0.939793 0.640000,1 
15.264 0.440 0.720634 0.851658 0.941176,-1
1.000 0.959 1.000000 1.000000 0.025641,1
0.000 1.000 0.000000 0.000000 0.000000,1
1.000 0.987 1.000000 0.000000 0.000000,1
6.000 0.762 1.333333 0.000000 0.000000,1 
7.071 0.665 1.131371 0.565685 0.200000,1 
14.000 0.415 1.500000 0.285714 0.411765,1
7.071 0.633 1.414214 0.141421 0.109375,1 
10.770 0.572 1.764106 0.371391 0.163934,1 
7.000 0.721 1.571429 0.142857 0.112903,1 
13.342 0.423 1.499063 0.299813 0.000000,1
12.042 0.459 1.577864 0.083045 0.000000,1
1.000 0.930 3.000000 0.000000 0.000000,1
0.000 0.975 1.000000 0.000000 0.000000,1
1.414 0.931 1.414214 0.707107 0.000000,1
5.000 0.779 1.000000 0.600000 0.181818,1
4.472 0.798 1.341641 0.894427 0.146341,1
2.236 0.962 0.447214 0.894427 0.012987,1
4.243 0.786 1.178511 0.707107 0.142857,1
6.083 0.740 1.315192 0.164399 0.098361,1
1.414 0.939 1.414214 0.707107 0.000000,1
2.236 0.820 2.236068 0.894427 0.015385,1
15.133 0.508 1.453801 0.132164 0.176471,1
26.476 0.299 1.661857 0.188847 0.641975,-1 
23.324 0.587 0.728869 0.857493 1.352113,-1 
25.020 0.724 0.119904 0.999201 0.193548,1 
35.511 0.308 1.070104 0.844819 6.705882,-1 
15.524 0.318 2.512211 1.095066 2.884615,-1 
4.000 0.825 1.250000 1.500000 0.315789,1 
5.831 0.610 0.685994 2.915476 0.857143,1
0.000 0.988 1.000000 0.000000 0.000000,1
9.055 0.775 1.546041 0.110432 0.000000,1 
14.318 0.653 1.257175 0.209529 0.325581,1
7.616 0.755 1.969596 0.393919 0.079545,1
15.232 0.732 0.525226 0.919145 0.525000,1
37.336 0.511 0.160701 0.990992 1.914894,-1
0.000 0.986 1.000000 0.000000 0.000000,1
0.000 0.968 1.000000 0.000000 0.000000,1
5.099 0.863 0.196116 0.980581 0.114286,1
6.403 0.667 1.249390 0.937043 0.086207,1 
20.809 0.315 1.057253 0.576683 1.491228,-1 
24.597 0.366 0.528525 0.894427 1.750000,-1 
30.265 0.364 0.165205 0.991228 1.000000,-1 
33.061 0.277 0.393218 0.998168 1.000000,-1 
19.105 0.390 0.732793 0.732793 2.363636,-1
0.000 0.984 1.000000 0.000000 0.000000,1
0.000 0.976 0.000000 1.000000 0.000000,1
0.000 0.961 1.000000 2.000000 0.000000,1
18.868 0.442 0.953998 0.529999 1.315068,-1 
26.627 0.402 0.676004 0.826227 2.903226,-1 
29.732 0.310 1.210811 0.739940 3.181818,-1 
39.205 0.258 1.020289 0.790724 9.176471,-1 
24.000 0.525 0.250000 1.000000 0.000000,-1
1.414 0.967 0.707107 0.707107 0.000000,1
1.000 0.976 0.000000 1.000000 0.000000,1
4.123 0.810 1.455214 0.485071 0.123077,1
22.000 0.260 1.454545 0.136364 0.647059,1
13.038 0.473 1.533930 0.153393 0.191176,1
10.050 0.607 1.094541 0.099504 0.000000,1
8.246 0.640 1.091410 0.242536 0.125000,1
8.062 0.714 1.364382 0.248069 0.258065,1
2.236 0.922 1.341641 0.894427 0.000000,1
24.413 0.461 0.819232 0.819232 2.138889,-1 
34.655 0.291 1.067653 0.721387 4.631579,-1 
26.627 0.511 1.089118 0.826227 3.750000,-1 
21.541 0.462 0.649934 0.928477 3.234042,-1
0.000 1.000 0.000000 0.000000 0.000000,1
2.236 0.816 0.447214 3.577709 0.062500,1
4.243 0.813 0.942809 0.707107 0.082192,1
13.000 0.550 1.384615 0.076923 0.149425,1
13.454 0.520 0.743294 0.817624 1.200000,-1 
22.136 0.523 0.316228 0.948683 1.527273,-1 
22.825 0.382 0.700973 0.876216 2.880953,-1 
32.558 0.226 0.245718 0.982872 3.157895,-1 
31.906 -0.015 1.410388 0.846233 15.000000,-1
0.000 1.000 0.000000 0.000000 0.000000,1
3.000 0.932 0.333333 1.000000 0.000000,1
4.243 0.837 0.707107 0.707107 0.092308,1 
23.854 0.438 0.922288 0.838444 2.250000,-1 
37.162 0.242 0.941827 0.914918 6.562500,-1 
41.976 0.197 0.309699 0.976744 9.600000,-1 
11.662 0.609 0.943242 0.514496 2.173913,1
1.414 0.967 0.707107 0.707107 0.000000,1
1.000 0.940 1.000000 2.000000 0.000000,1
14.866 0.639 0.672673 0.941742 0.700000,-1
2.236 0.887 0.894427 0.447214 0.029851,1 
2.000 0.849 1.500000 1.000000 0.030769,1
14.036 0.453 1.424941 0.071247 0.000000,1
4.123 0.633 2.667892 0.242536 0.065574,1
2.236 0.798 2.236068 0.447214 0.000000,1
4.123 0.801 1.455214 0.242536 0.062500,1
5.831 0.699 1.371989 0.857493 0.187500,1
0.000 1.000 0.000000 0.000000 0.000000,1
17.493 0.589 0.628828 0.857493 1.188679,-1 
26.683 0.474 0.299813 0.974391 1.384615,-1 
38.601 0.137 0.673566 0.958536 5.823530,-1
0.000 1.000 0.000000 0.000000 0.000000,1
2.236 0.912 0.894427 0.894427 0.000000,1
28.792 0.470 0.451509 0.937749 3.333333,-1 
12.806 0.638 0.624695 0.780869 1.043478,1
1.414 0.969 0.707107 0.707107 0.022727,1 
0.000 0.974 1.000000 0.000000 0.000000,1
1.414 0.934 1.414214 0.707107 0.000000,1
21.541 0.596 0.696358 0.928477 1.285714,-1 
26.306 0.543 0.494186 0.988372 1.155556,-1 
13.038 0.607 0.997054 0.997054 0.108108,-1 
21.401 0.428 0.841085 0.794358 1.040000,-1 
28.792 0.456 0.590434 0.937749 5.384615,-1 
10.198 0.726 1.372813 0.294174 0.769231,1
1.414 0.966 0.707107 0.707107 0.045455,1
0.000 1.000 0.000000 0.000000 0.000000,1
0.000 1.000 0.000000 0.000000 0.000000,1
4.123 0.804 0.970143 0.242536 0.000000,1
22.561 0.559 0.531891 0.975133 1.190476,-1 
23.770 0.370 0.378633 0.967617 0.260870,-1 
23.854 0.316 0.922288 0.838444 0.000000,-1 
21.932 0.484 0.911922 0.911922 2.172414,-1 
8.062 0.681 0.992278 1.240347 0.724138,1
3.162 0.937 0.316228 0.948683 0.042553,1
23.022 0.625 0.260623 0.999056 0.181818,1
13.153 0.696 0.456172 0.988372 0.135135,1
4.472 0.861 0.447214 1.118034 0.138889,1
14.142 0.418 1.555635 0.141421 0.411765,1
13.153 0.429 1.596600 0.456172 0.742857,-1
5.000 0.804 1.800000 0.600000 0.142857,1
3.000 0.824 1.666667 1.000000 0.041667,1
14.142 0.600 1.484924 0.707107 0.882353,-1 
29.069 0.497 0.791224 0.894427 3.072727,-1 
39.459 0.389 0.329457 0.988372 3.187500,-1 
39.294 0.107 1.043423 0.916176 36.416668,-1 
5.385 0.832 1.485563 0.928477 0.137931,1 
8.000 0.826 0.500000 1.000000 0.000000,1
3.606 0.790 1.941451 0.554700 0.000000,1
14.036 0.414 1.211200 0.142494 0.373333,1
9.220 0.569 1.735444 0.216930 0.246575,1
13.038 0.467 1.533930 0.460179 0.342105,1
0.000 1.000 0.000000 0.000000 0.000000,1
0.000 1.000 0.000000 0.000000 0.000000,1
4.123 0.745 1.212678 0.242536 0.062500,1
5.000 0.773 0.800000 0.600000 0.123077,1
0.000 1.000 0.000000 0.000000 0.000000,1
14.213 0.624 1.196116 0.773957 0.600000,-1 
25.060 0.521 0.718278 0.877896 2.716981,-1 
